Age,Height,Weight,Income,CreditScore,Gender,Education,MaritalStatus,Occupation,SignUpDate,LastLoginTime,Location,IsSubscribed,HasHealthInsurance
18.0,170.6378898410893,150.0,20000.0,724.4263023193374,Male,Bachelor's,Married,Engineer,2023-01-08,2024-01-19 23:00:00,Phoenix,True,False
24.56616287524506,170.49355402917647,150.0,200000.0,738.9013350698472,Female,Bachelor's,Single,Engineer,2023-01-10,2024-01-20 07:00:00,Chicago,True,True
18.638273428976014,172.23067552793088,59.86656420897371,20000.0,619.4746843953363,Female,Master's,Single,Engineer,2023-01-17,2024-01-20 14:00:00,Phoenix,True,True
18.0,161.7136415721722,122.80315086199667,20000.0,665.2636732507061,Male,High School,Divorced,Engineer,2023-01-20,2024-01-21 03:00:00,Dallas,True,False
30.132751283774816,146.880905495584,150.0,200000.0,658.2845098830272,Male,High School,Married,Engineer,2023-01-30,2024-01-21 05:00:00,Phoenix,True,True
18.0,175.46406102328157,150.0,200000.0,693.7062177712995,Female,Master's,Single,Business,2023-02-10,2024-01-21 19:00:00,Phoenix,True,True
40.73967486627169,140.0,40.0,200000.0,710.2955641085606,Female,Bachelor's,Single,Doctor,2023-02-22,2024-01-21 20:00:00,San Diego,True,True
38.38934276424129,174.7573995283734,150.0,200000.0,697.9703628503427,Female,Other,Single,Doctor,2023-03-01,2024-01-23 08:00:00,Dallas,True,True
31.4031729774818,171.14246053087268,150.0,200000.0,708.7112059426285,Non-binary,High School,Married,Doctor,2023-03-03,2024-01-23 08:00:00,Dallas,False,True
36.33445473133136,179.34523927966586,150.0,200000.0,745.0375497256059,Female,High School,Single,Business,2023-03-04,2024-01-26 11:00:00,New York,True,True
40.0857746250656,179.28518336061535,150.0,20000.0,691.7965749614515,Female,Bachelor's,Single,Business,2023-03-19,2024-01-26 12:00:00,Los Angeles,False,False
31.269318089471376,187.43368375777675,150.0,200000.0,726.225984227911,Female,Bachelor's,Married,Engineer,2023-03-23,2024-01-27 00:00:00,Phoenix,True,True
31.603118670595055,177.40708643633954,150.0,20000.0,687.9687838607853,Male,Other,Married,Teacher,2023-03-27,2024-01-27 02:00:00,Houston,False,True
38.64201506851431,200.0,150.0,20000.0,697.8250785552202,Male,Bachelor's,Married,Business,2023-04-16,2024-01-29 07:00:00,San Jose,True,False
18.0,180.3842698862101,48.522026159555395,200000.0,745.4193303256171,Male,High School,Married,Artist,2023-04-23,2024-01-29 23:00:00,Dallas,True,True
18.0,169.95065799951834,40.0,200000.0,765.4768208055625,Female,Bachelor's,Divorced,Engineer,2023-04-25,2024-01-30 15:00:00,Chicago,True,True
37.1680046045232,166.0531080786836,150.0,200000.0,628.0530957475505,Male,Bachelor's,Married,Student,2023-05-01,2024-01-30 19:00:00,Phoenix,True,True
41.26085603811917,179.635826932696,40.0,200000.0,717.0176614454602,Male,PhD,Single,Business,2023-05-02,2024-01-30 23:00:00,San Diego,True,True
26.43350338396579,174.51491491279316,150.0,20000.0,647.4157979173252,Female,High School,Married,Engineer,2023-05-07,2024-01-31 01:00:00,San Diego,True,True
24.60640507551813,161.5917731554189,150.0,200000.0,736.4003604648918,Male,High School,Single,Doctor,2023-05-10,2024-01-31 18:00:00,Phoenix,True,True
47.11385514173837,170.45421687770704,150.0,20000.0,671.1318248529336,Non-binary,Bachelor's,Married,Business,2023-05-11,2024-01-31 23:00:00,New York,False,True
33.35597165259061,193.39087075459764,150.0,200000.0,671.4358714218014,Male,Master's,Married,Teacher,2023-05-14,2024-02-01 18:00:00,Los Angeles,True,True
47.2868886754439,181.91120370337714,150.0,200000.0,770.0883786055402,Male,High School,Single,Teacher,2023-05-15,2024-02-01 20:00:00,San Diego,True,True
39.48258841846783,177.69064615616298,150.0,200000.0,649.0747231268723,Female,High School,Single,Other,2023-05-17,2024-02-02 21:00:00,New York,True,True
24.670913376711383,200.0,150.0,200000.0,783.3151036884724,Female,Other,Married,Engineer,2023-05-27,2024-02-03 03:00:00,Dallas,True,True
30.284291019723714,164.06794199076387,40.0,20000.0,727.4323758171685,Male,Bachelor's,Married,Business,2023-06-10,2024-02-03 14:00:00,Philadelphia,True,True
18.0,171.84939908498623,40.0,20000.0,685.9124833751792,Male,Master's,Single,Teacher,2023-06-14,2024-02-03 22:00:00,Philadelphia,True,True
60.07838687296467,190.9265084109136,40.0,20000.0,711.4953322770267,Non-binary,Bachelor's,Married,Engineer,2023-06-19,2024-02-03 23:00:00,Chicago,True,True
35.91652639120305,174.061083136887,150.0,20000.0,686.1223972917792,Other,Master's,Single,Student,2023-06-25,2024-02-04 14:00:00,Phoenix,False,True
25.927462045483367,180.7980561059436,40.0,200000.0,738.5236031453845,Male,Bachelor's,Married,Other,2023-06-30,2024-02-04 20:00:00,San Antonio,True,True
32.149595963694146,147.89788033866452,40.0,20000.0,672.4900423724524,Female,Bachelor's,Married,Other,2023-07-05,2024-02-05 09:00:00,New York,True,True
18.0,157.79559724867008,40.0,200000.0,644.9436861299776,Female,High School,Married,Business,2023-07-07,2024-02-05 11:00:00,New York,False,False
30.28350058171884,166.6652135509071,150.0,200000.0,618.154433053422,Male,Other,Divorced,Teacher,2023-07-21,2024-02-05 18:00:00,Phoenix,True,True
32.01675754434941,166.28960217298854,40.0,20000.0,655.1568846015765,Female,Bachelor's,Married,Artist,2023-07-24,2024-02-05 20:00:00,San Jose,False,True
23.799629540060458,145.92048122239288,150.0,200000.0,789.1017049277067,Male,Bachelor's,Married,Other,2023-07-31,2024-02-06 17:00:00,San Jose,True,False
31.28856092954647,173.08363049496094,40.0,200000.0,689.126259303763,Male,Master's,Married,Business,2023-08-01,2024-02-07 20:00:00,Dallas,False,True
30.712323973642317,153.9419145425249,150.0,200000.0,706.0304114772136,Female,Bachelor's,Divorced,Business,2023-08-12,2024-02-08 03:00:00,Chicago,True,True
31.069737872607117,140.3391533184725,40.0,200000.0,715.7073450396143,Female,Bachelor's,Married,Business,2023-08-13,2024-02-08 09:00:00,Philadelphia,True,True
34.86945762328666,166.14482101207653,40.0,200000.0,714.2907855461833,Female,Bachelor's,Widowed,Engineer,2023-08-19,2024-02-08 10:00:00,Houston,True,True
22.74022033368031,158.74568618716813,150.0,20000.0,692.4077970711476,Female,High School,Divorced,Other,2023-08-31,2024-02-08 14:00:00,San Antonio,True,True
43.77853147932171,166.78310509572748,150.0,20000.0,697.3428198190126,Female,High School,Single,Business,2023-09-02,2024-02-09 09:00:00,Los Angeles,True,True
44.68816415366098,200.0,150.0,200000.0,741.6965661813448,Female,PhD,Married,Teacher,2023-09-03,2024-02-10 09:00:00,Los Angeles,True,True
32.14677173659903,179.4711677692101,150.0,20000.0,751.4726075922648,Male,High School,Single,Other,2023-09-05,2024-02-11 05:00:00,New York,True,True
26.997695204919882,152.94373789540603,40.0,200000.0,824.3353763682485,Female,Other,Single,Business,2023-09-15,2024-02-11 20:00:00,Phoenix,True,True
36.36592192503196,158.6660831843815,150.0,20000.0,743.6891222485651,Male,Bachelor's,Single,Retired,2023-09-28,2024-02-12 16:00:00,San Antonio,True,True
24.615802442609958,160.2792354618959,40.0,200000.0,697.0026059165833,Female,Bachelor's,Single,Engineer,2023-10-01,2024-02-13 12:00:00,San Diego,True,False
48.0502513978016,185.93240662018184,40.0,20000.0,702.0468719595468,Female,High School,Single,Student,2023-10-05,2024-02-14 07:00:00,Philadelphia,False,False
18.0,200.0,40.0,20000.0,723.5419606276704,Male,Bachelor's,Widowed,Doctor,2023-10-07,2024-02-15 13:00:00,Los Angeles,False,True
32.39372292090469,148.77575385353217,40.0,200000.0,635.7222890476761,Female,High School,Married,Teacher,2023-10-13,2024-02-15 16:00:00,San Jose,True,True
27.713841786790276,170.57459568425665,40.0,20000.0,697.1621019515092,Male,High School,Single,Engineer,2023-10-14,2024-02-17 05:00:00,Los Angeles,True,True
28.983713132180412,186.74033851573472,150.0,200000.0,601.490081891915,Male,Other,Single,Other,2023-10-28,2024-02-17 08:00:00,New York,True,False
28.261825752400483,163.37933847088522,150.0,20000.0,700.2375136557378,Male,High School,Single,Teacher,2023-11-16,2024-02-18 11:00:00,San Jose,False,True
24.68128641630937,198.30678634960208,40.0,20000.0,709.0330356892873,Female,Bachelor's,Single,Business,2023-11-22,2024-02-18 18:00:00,Chicago,True,True
45.6978766089469,185.4082855010458,150.0,20000.0,740.0139168614696,Male,High School,Single,Business,2023-12-02,2024-02-18 20:00:00,San Jose,False,True
30.760432246213202,154.80381863325456,150.0,20000.0,693.0037303753389,Female,Master's,Married,Student,2023-12-06,2024-02-19 06:00:00,Los Angeles,True,True
47.579311425933284,182.7202587193384,40.0,200000.0,623.5341905720269,Female,Bachelor's,Married,Retired,2023-12-18,2024-02-19 09:00:00,New York,True,True
21.33966485029788,169.396652469692,40.0,200000.0,716.4581986718405,Female,Bachelor's,Married,Business,2024-01-01,2024-02-19 11:00:00,Dallas,True,True
